🌍虎牙轮播,#genre#
生活时尚,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43043/index.m3u8
魅力足球,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43083/index.m3u8
劲爆体育,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43084/index.m3u8
都市剧场,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43085/index.m3u8
河北杂技,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13002/index.m3u8
河北经济生活,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13003/index.m3u8
河北农民,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13004/index.m3u8
河北都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13005/index.m3u8
河北影视剧,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13006/index.m3u8
河北少儿科教,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13007/index.m3u8
河北公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13008/index.m3u8
河北收视指南,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13010/index.m3u8
邯郸新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13009/index.m3u8
石家庄新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13014/index.m3u8
石家庄都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13013/index.m3u8
石家庄生活,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13012/index.m3u8
石家庄娱乐,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13011/index.m3u8
唐山新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13110/index.m3u8
唐山生活服务,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13111/index.m3u8
唐山影视,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13112/index.m3u8
唐山公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13113/index.m3u8
长城铝综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41130/index.m3u8
河南梨园,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel13001/index.m3u8
河南都市,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41101/index.m3u8
河南民生,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41102/index.m3u8
河南法治,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41103/index.m3u8
河南电视剧,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41104/index.m3u8
河南新闻,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41105/index.m3u8
河南公共,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41106/index.m3u8
河南乡村,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41107/index.m3u8

郑州新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41112/index.m3u8
周口新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41113/index.m3u8
开封新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41114/index.m3u8
洛阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41115/index.m3u8
平顶山新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41116/index.m3u8

安阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41117/index.m3u8
淇县新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41118/index.m3u8
鹤壁新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41118/index.m3u8
新乡新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41119/index.m3u8

焦作新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41120/index.m3u8
濮阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41121/index.m3u8
许昌综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41122/index.m3u8
漯河新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41123/index.m3u8
三门峡新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41124/index.m3u8
商丘新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41125/index.m3u8
驻马店新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41126/index.m3u8
南阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41127/index.m3u8
信阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41128/index.m3u8
济源1套,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41129/index.m3u8
兰铁TV,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41136/index.m3u8
人民铁道,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41137/index.m3u8

湖南教育,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43021/index.m3u8
湖南经视,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43024/index.m3u8
湖南娱乐,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43027/index.m3u8
湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43028/index.m3u8

湖南电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43029/index.m3u8

湖南电视剧,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43030/index.m3u8
湖南爱晚,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43080/index.m3u8

湖南都市,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43094/index.m3u8
湖南电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43098/index.m3u8
衡阳新闻综合,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel43066/index.m3u8
凤凰资讯,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52002/index.m3u8
凤凰中文,http://223.109.210.41/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel52003/index.m3u8
CHC高清电影,http://223.109.210.41/4309-tx.otvstream.otvcloud.com/otv/skcc/live/channel43063/index.m3u8

China,#genre#
CCTV综合,p3p://108.181.20.159:05326/62c200310006b7b2a8c4dade0fd02231
CCTV财经,p3p://108.181.20.159:05326/5fe15a4400093f55773aac0c576366b8
CCTV综艺,p3p://108.181.20.159:05326/62be83ea0001dbed9b27d7bb43427d30
CCTV国际,p3p://108.181.20.159:05326/61244d9c0006885d64b1b7591f6c12a0
CCTV体育,p3p://108.181.20.159:05326/655e4603000bd13f89747913144078cb
CCTV体育,http://iptv.xzyxx.xyz:56789/zubo/沪电信.php?id=239.45.1.69:5140
CCTV体育,p3p://108.181.20.159:05326/62c2e10a000954acac332b30611a0e9d
CCTV电影,p3p://108.181.20.159:05326/62c1fdfa0006353aa8bc33e5054a54db
CCTV军事,p3p://108.181.20.159:05326/5fe3e41800087c1581251001631763fa
CCTV电视剧,p3p://108.181.20.159:05326/5ff866900007a9fbd141d26a26c3200d
CCTV纪录片,p3p://108.181.20.159:05326/600b6ba2000d52801b8cbfda6cd319a2
CCTV科教,p3p://108.181.20.159:05326/600b6e71000738431b97b6e5675e67a4
CCTV戏曲,p3p://108.181.20.159:05326/600b70950000f68f1ba011e06e003057
CCTV社会与法,p3p://108.181.20.159:05326/5fe3e42d00068cbf812561891e0e6b52
CCTV新闻,p3p://108.181.20.159:05326/632351570006042224e55806316a7512
CCTV少儿,p3p://108.181.20.159:05326/600b718b0006dd9f1ba3d45468b1762e
CCTV音乐,p3p://108.181.20.159:05326/63235101000d828724e40a062bb62592
CCTV奥林匹克,p3p://108.181.20.159:05326/632350a5000deee324e2a2bc22a37dd9
CCTV农业农村,p3p://108.181.20.159:05326/61396e64000c4165b738e08c29be1bd0
CCTV农业农村,http://39.134.115.163:8080/PLTV/88888910/224/3221225907/index.m3u8
CCTV体育赛事,p3p://108.181.20.159:05326/6323522b0000ad5c24e892c57ad041c7
东方卫视,p3p://108.181.20.159:05326/62d4a9f2000909c9f1ab0ea900607a3c
北京卫视,p3p://108.181.20.159:05326/5fe1591b000dc3b377362512452546e3
湖南卫视,p3p://108.181.20.159:05326/62c2e1e3000b6afaac367b6247e40f8a
江苏卫视,p3p://108.181.20.159:05326/62ebe68a000867fa4c6ed916192911b0
天津卫视,p3p://108.181.20.159:05326/5fe21dfd000e7aa37a37380658302908
深圳卫视,p3p://108.181.20.159:05326/5fe21c150008cdc67a2fc45c52c03e7b
浙江卫视,p3p://108.181.20.159:05326/62c1fc2a0002c3eba8b51e81055b25b3
山东卫视,p3p://108.181.20.159:05326/5fe2208a000bb11e7a412e17132544de
黑龙江卫视,p3p://108.181.20.159:05326/6323b2350007630d265fbb91230b76bb
吉林卫视,p3p://108.181.20.159:05326/5fe220ab000694027a41adb200196608
辽宁卫视,p3p://108.181.20.159:05326/5fe2162b000d828b7a18ab7f6c8368be
河北卫视,p3p://108.181.20.159:05326/5fe15c48000a991c77428bff7b2b59ed
广东卫视,p3p://108.181.20.159:05326/5fedd54600018ac3a7fab8e83f1073c3
四川卫视,p3p://108.181.20.159:05326/5fe21e1a0007f53d7a37a7a91f1171d7
东南卫视,p3p://108.181.20.159:05326/61396ab50001b07bb72a7a3c04304523
安徽卫视,p3p://108.181.20.159:05326/5fe21da0000a8d6d7a35cbbc30667835
江西卫视,p3p://108.181.20.159:05326/5fe21ab1000e4e987a2a57190bf705fd
厦门卫视,p3p://108.181.20.159:05326/63ec4617000ea493e42b92ae132b3883
海峡卫视,p3p://108.181.20.159:05326/63ec47390001586de42ffc1a7e1856a6
贵州卫视,p3p://108.181.20.159:05326/6022140a000e0258740d440853d209b9
河南卫视,p3p://108.181.20.159:05326/5fe21fb6000ae57d7a3df1c35db55753
山西卫视,p3p://108.181.20.159:05326/63ec47dd000dba0fe4327fe92f826ca7
湖北卫视,p3p://108.181.20.159:05326/5fe15c7d00087e2377435a84444d3ac4
重庆卫视,p3p://108.181.20.159:05326/5fe22070000a826a7a40c843077f6b68
广西卫视,p3p://108.181.20.159:05326/602210560009472773fecbad4efa370f
大湾区卫视(珠江),p3p://108.181.20.159:05326/63ec48e000076bf6e43672044d3841bb
甘肃卫视,p3p://108.181.20.159:05326/63ec49260005d5b3e43783054f0c650d
云南卫视,p3p://108.181.20.159:05326/63ec497c00058741e438d2e90a5c74a9
新疆卫视,p3p://108.181.20.159:05326/63ec49c6000efa45e439f6607d261a01
内蒙古卫视,p3p://108.181.20.159:05326/63ec4a1f0006a1c8e43b4fe45f4007c7
陕西卫视,p3p://108.181.20.159:05326/63ec4a7000062358e43c8c291e6b7b83
西藏卫视,p3p://108.181.20.159:05326/63ec4ab500052d07e43d99727879092e
广东珠江,p3p://108.181.20.159:05326/63fa66de000b08831b5b475e54e67ef1
广东体育,p3p://108.181.20.159:05326/63ec4b8400036b28e440c19a1b512b44
青海卫视,p3p://108.181.20.159:05326/63ec4bd00007d193e441eb97059d6779
海南卫视,p3p://108.181.20.159:05326/63ec4c2d000a249be4435773000226af
China中国,#genre#
CCTV-1,p3p://108.181.32.169:34160/64260c74000c73e9edfa2a0e354364a8
CCTV-2,p3p://108.181.32.169:34160/64260c83000b5f74edfa64604fe67a12
CCTV-3,p3p://108.181.32.169:34160/64260c9b0000ca3dedfabf6a10b00144
CCTV-4,p3p://108.181.32.169:34160/64260ca5000de050edfae9d444575946
CCTV-5,p3p://108.181.32.169:34160/64260cb0000afd53edfb140f10811127
CCTV-5+,p3p://108.181.32.169:34160/64260cbc00081417edfb42307c984dd4
CCTV-6,p3p://108.181.32.169:34160/64260cc800087ffdedfb712c61a06569
CCTV-7,p3p://108.181.32.169:34160/64260cd9000ba7ebedfbb46356b665a0
CCTV-8,p3p://108.181.32.169:34160/64260ce50007141fedfbe217161d5245
CCTV-9,p3p://108.181.32.169:34160/64260cef0008fa21edfc09a37d024704
CCTV-10,p3p://108.181.32.169:34160/64260d0a000e81f1edfc74866d9b5c0f
CCTV-11,p3p://108.181.32.169:34160/64260dce0000aea8edff6e9d426b2704
CCTV-12,p3p://108.181.32.169:34160/64260e37000ca83aee010bd5707e0fea
CCTV-13,p3p://108.181.32.169:34160/64260e45000ccab2ee01428e6da4043d
CCTV-14,p3p://108.181.32.169:34160/64260e4f0007169bee0168271778447e
CCTV-15,p3p://108.181.32.169:34160/64260e5a000a63ffee0193f872fa5767
江苏卫视,p3p://108.181.32.169:34160/64260e700008a9f5ee01e97667ca7d36
江苏卫视(b),p3p://108.181.32.169:34160/64260e7d000134abee021a56268d6ac1
湖北卫视,p3p://108.181.32.169:34160/64260ed500091677ee0374195121319b
湖南卫视,p3p://108.181.32.169:34160/64260ee40007c511ee03ae5a4aed536d
东方卫视 DragonTV東方衛視,p3p://108.181.32.169:34160/64260ef600069de1ee03f45f41e9710e
山东卫视,p3p://108.181.32.169:34160/64260f89000475c3ee06320a031a7286
江西卫视,p3p://108.181.32.169:34160/64260f920000727aee06542a02064fce
广东卫视,p3p://108.181.32.169:34160/64260f9d0003bfdeee067ffb753744c8
黑龙江卫视,p3p://108.181.32.169:34160/64260fa7000c1330ee06a92c52724886
河南卫视,p3p://108.181.32.169:34160/64260fb100056a93ee06ce871c2e5071
海南卫视,p3p://108.181.32.169:34160/64260fc10002a54fee070c525d0d5e83
东南卫视,p3p://108.181.32.169:34160/64260fcb00035aa0ee0733907e64579c
安徽卫视,p3p://108.181.32.169:34160/64260fd5000d5883ee075d2f7d6a48e2
北京卫视,p3p://108.181.32.169:34160/64260fe100097b88ee078b124b8f3f9d
浙江卫视,p3p://108.181.32.169:34160/64260fec0004b10aee07b4d0681c628b
广东珠江,p3p://108.181.32.169:34160/642610780008a811ee09d8b561021b45
深圳卫视,p3p://108.181.32.169:34160/64261082000a8e12ee0a00412f96293c
厦门卫视,p3p://108.181.32.169:34160/6426108e00058067ee0a2dd646df0d41
大湾区卫视,p3p://108.181.32.169:34160/64261096000de036ee0a4f3b523d603e
广东少儿,p3p://108.181.32.169:34160/642610a2000b33ebee0a7d6c26c160b2
广东综艺,p3p://108.181.32.169:34160/642610b9000df973ee0ad7f9779b6483
广东国际,p3p://108.181.32.169:34160/642610c3000df7f5ee0aff0975881941
CCTV1,P2p://generationnexxxt.com:19806/f1e3bc8a344e49dab603272c8fd2641e
CCTV2,P2p://generationnexxxt.com:19806/ce08ee69cea5402c99bf285704eac3e5
CCTV3,P2p://generationnexxxt.com:19806/784f6703531044be9cee14b793948d30
CCTV4,P2p://generationnexxxt.com:19806/50c3e18e04bf478db59251455cf3d309
CCTV5,P2p://generationnexxxt.com:19806/7d00bdeddb6c422796e62ae9e8b9398d
CCTV5+,P2p://generationnexxxt.com:19806/65a531aa00057c26dd8d1ccf196a034e
CCTV6,P2p://generationnexxxt.com:19806/3ec70c48b2024e4f9210169aec2914c7
CCTV7,P2p://generationnexxxt.com:19806/e70ef03e57794075962ec3960df5b167
CCTV8,P2p://generationnexxxt.com:19806/65a52e1d00012b4cdd7f3cee366e723b
CCTV9,P2p://generationnexxxt.com:19806/65a52e1d0007b3b6dd7f3e945c727248
CCTV10,P2p://generationnexxxt.com:19806/65a52e1d000c0c0bdd7f3fad13ad7f10
CCTV11,P2p://generationnexxxt.com:19806/65a52e1e0002f04bdd7f414333117e01
CCTV12,P2p://generationnexxxt.com:19806/65a52e1e0008b4e1dd7f42ba38ef4a02
CCTV13,P2p://generationnexxxt.com:19806/65a52dc0000d93bbdd7dd4d235813afb
CCTV14,P2p://generationnexxxt.com:19806/65a52dc1000332e5dd7dd60b29277892
CCTV15,P2p://generationnexxxt.com:19806/65a52dc10008dffbdd7dd78215274e95
北京卫视,P2p://generationnexxxt.com:19806/8d7d0547db754c32bca6011693893b40
天津卫视,P2p://generationnexxxt.com:19806/0d7fa1ec8c4348e29bc3f09a38ae3691
河北卫视,P2p://generationnexxxt.com:19806/f0390f4cc1fa4b9991338bc6426deb17
黑龙江卫视,P2p://generationnexxxt.com:19806/2f690600a9454710b15b0e90853268c3
辽宁卫视,P2p://generationnexxxt.com:19806/4b1903b35f804f1180a4b346efbabfc9
东方卫视,P2p://generationnexxxt.com:19806/10521db17e054dbeba85448ac091ae64
江苏卫视,P2p://generationnexxxt.com:19806/13f3f27751184d95902e5c588264551e
浙江卫视,P2p://generationnexxxt.com:19806/7bf4b3a65eaf421ab6d71bd8dcc4547a
江西卫视,P2p://generationnexxxt.com:19806/d3548b106a7d45b4972427c3a75135ab
山东卫视,P2p://generationnexxxt.com:19806/be77ccef4df042ab909e0a2586844431
东南卫视,P2p://generationnexxxt.com:19806/00aae4669ca24ddabf43997323ceef8e
湖北卫视,P2p://generationnexxxt.com:19806/7553b94400ac4d85b752579acb37c0ce
湖南卫视,P2p://generationnexxxt.com:19806/45dc7947c5574ebfb0e68e5d0a537ed0
深圳卫视,P2p://generationnexxxt.com:19806/b8c8ef10f65649c9a43388d771203f61
广东卫视,P2p://generationnexxxt.com:19806/cf7073fbb4c5490a86aca002247700f9
广西卫视,P2p://generationnexxxt.com:19806/eb435193f43d4c8ca09c9ce477d4d7b9
重庆卫视,P2p://generationnexxxt.com:19806/c173700eaecc412695b37ac062b6abac
云南卫视,P2p://generationnexxxt.com:19806/9203ba029385410793e3f2b7bffb3335
星空卫视,P2p://generationnexxxt.com:19806/0b87528420394614b1016123ff4fda4c
大湾区卫视,P2p://generationnexxxt.com:19806/587bc565d5a4413987fdce380a48a332
珠江台,P2p://generationnexxxt.com:19806/a050c8e736174de681b13b8ebd2ce3c4
快乐垂钓,P2p://generationnexxxt.com:19806/65a4f19a000ece67dc92e0b05e060435
魅力足球,P2p://generationnexxxt.com:19806/ca7a1a18635e453a9a77e5fd5d425e89
五星体育,P2p://generationnexxxt.com:19806/d75057c993f84e7c86f94e8f1e56ad24
广东体育,P2p://generationnexxxt.com:19806/bb744a1252da46a6a2ae5546f4da7c72
私人影院,P2p://generationnexxxt.com:19806/3cfadd5e9af14d6db652b3c23acd7a7d
Channel [V],P2p://generationnexxxt.com:19806/65938874000d6c7c9890150e746d4c5b
CHC动作电影,P2p://generationnexxxt.com:19806/1b4ebad47ed94c6291646a4a5d1ff3b6
广东影视,P2p://generationnexxxt.com:19806/f2dbc62d3b0b4af3ac2420174eadf202
CHC高清电影,P2p://generationnexxxt.com:19806/02385419696a411db959037c2190cf11
CHC家庭影院,P2p://generationnexxxt.com:19806/28fb3856055c452db8f17441c99f21cf
CCTV16,P2p://generationnexxxt.com:19806/65a614e0000be91ae104b1833fc057ba
CCTV17,P2p://generationnexxxt.com:19806/65a614e00004fec6e104afbe58b32445
湖南卫视(B),P2p://generationnexxxt.com:19806/d8ea1b07516449b6968c04b07cb188ea
珠江台(B),P2p://generationnexxxt.com:19806/a25f500eaa204ab89f61c1dc4679c7b3
大湾区卫视(B),P2p://generationnexxxt.com:19806/eaf180a6f2b44f4bb6b780e39e431f4b
五星体育(B),P2p://generationnexxxt.com:19806/387fd2fee8ce4ced972cd7be0f1fc77a
CCTV1(B),P2p://generationnexxxt.com:19806/1a50835e80564ba8ae28fce9bb7f228f
CHC高清电影(B),P2p://generationnexxxt.com:19806/bc7bf77f1cb5401389500427f060caa1
CHC家庭影院(B),P2p://generationnexxxt.com:19806/53491943aa934355b381bc8684bc4fc2
CHC动作电影(B),P2p://generationnexxxt.com:19806/ab40a3bbbef244a1b4c8c0f841f0561f
浙江卫视(B),P2p://generationnexxxt.com:19806/b4518016c79d45f38a27eeafb3309925
重温经典频道,P2p://generationnexxxt.com:19806/65fa5e2600039eda2a43168726d80618
TV1,P2p://generationnexxxt.com:19806/a3299ebd988b447992cf982df2ea7562
TV2,P2p://generationnexxxt.com:19806/facbc81537924664aaf429b4e0faec17
TV3,P2p://generationnexxxt.com:19806/6a00a0b3636340a4bc00626fedaa36f6



